date,/m/06bvp,isPartial
2018-12-30,76,False
2019-01-06,76,False
2019-01-13,75,False
2019-01-20,73,False
2019-01-27,73,False
2019-02-03,69,False
2019-02-10,74,False
2019-02-17,76,False
2019-02-24,88,False
2019-03-03,72,False
2019-03-10,80,False
2019-03-17,72,False
2019-03-24,80,False
2019-03-31,73,False
2019-04-07,80,False
2019-04-14,83,False
2019-04-21,100,False
2019-04-28,74,False
2019-05-05,72,False
2019-05-12,73,False
2019-05-19,73,False
2019-05-26,73,False
2019-06-02,75,False
2019-06-09,71,False
2019-06-16,65,False
2019-06-23,60,False
2019-06-30,50,False
2019-07-07,48,False
2019-07-14,51,False
2019-07-21,42,False
2019-07-28,52,False
2019-08-04,46,False
2019-08-11,57,False
2019-08-18,58,False
2019-08-25,58,False
2019-09-01,65,False
2019-09-08,78,False
2019-09-15,73,False
2019-09-22,71,False
2019-09-29,61,False
2019-10-06,77,False
2019-10-13,89,False
2019-10-20,78,False
2019-10-27,67,False
2019-11-03,77,False
2019-11-10,70,False
2019-11-17,72,False
2019-11-24,67,False
2019-12-01,75,False
2019-12-08,75,False
2019-12-15,75,False
2019-12-22,85,False
2019-12-29,79,False
2020-01-05,80,False
2020-01-12,78,False
2020-01-19,76,False
2020-01-26,74,False
2020-02-02,65,False
2020-02-09,70,False
2020-02-16,72,False
2020-02-23,76,False
2020-03-01,78,False
2020-03-08,65,False
2020-03-15,73,False
2020-03-22,89,False
2020-03-29,84,False
2020-04-05,85,False
