date,/m/06bvp,isPartial
2019-12-30,58,False
2019-12-31,56,False
2020-01-01,43,False
2020-01-02,52,False
2020-01-03,62,False
2020-01-04,53,False
2020-01-05,75,False
2020-01-06,89,False
2020-01-07,77,False
2020-01-08,68,False
2020-01-09,66,False
2020-01-10,80,False
2020-01-11,61,False
2020-01-12,53,False
2020-01-13,66,False
2020-01-14,69,False
2020-01-15,89,False
2020-01-16,89,False
2020-01-17,61,False
2020-01-18,53,False
2020-01-19,59,False
2020-01-20,83,False
2020-01-21,80,False
2020-01-22,61,False
2020-01-23,75,False
2020-01-24,60,False
2020-01-25,44,False
2020-01-26,65,False
2020-01-27,75,False
2020-01-28,61,False
2020-01-29,79,False
2020-01-30,61,False
2020-01-31,57,False
2020-02-01,52,False
2020-02-02,59,False
2020-02-03,64,False
2020-02-04,64,False
2020-02-05,71,False
2020-02-06,76,False
2020-02-07,58,False
2020-02-08,51,False
2020-02-09,42,False
2020-02-10,53,False
2020-02-11,61,False
2020-02-12,76,False
2020-02-13,54,False
2020-02-14,45,False
2020-02-15,56,False
2020-02-16,50,False
2020-02-17,37,False
2020-02-18,37,False
2020-02-19,38,False
2020-02-20,65,False
2020-02-21,38,False
2020-02-22,49,False
2020-02-23,68,False
2020-02-24,73,False
2020-02-25,63,False
2020-02-26,70,False
2020-02-27,81,False
2020-02-28,71,False
2020-02-29,56,False
2020-03-01,77,False
2020-03-02,100,False
2020-03-03,63,False
2020-03-04,72,False
2020-03-05,66,False
2020-03-06,53,False
2020-03-07,47,False
2020-03-08,47,False
2020-03-09,61,False
2020-03-10,60,False
2020-03-11,51,False
2020-03-12,39,False
2020-03-13,60,False
2020-03-14,53,False
2020-03-15,41,False
2020-03-16,55,False
2020-03-17,49,False
2020-03-18,82,False
2020-03-19,56,False
2020-03-20,65,False
2020-03-21,49,False
2020-03-22,57,False
2020-03-23,72,False
2020-03-24,83,False
2020-03-25,84,False
2020-03-26,68,False
2020-03-27,72,False
2020-03-28,44,False
2020-03-29,54,False
2020-03-30,83,False
2020-03-31,80,False
2020-04-01,78,False
2020-04-02,77,False
2020-04-03,75,False
2020-04-04,63,False
2020-04-05,73,False
2020-04-06,74,False
2020-04-07,56,False
