date,/m/06bvp,isPartial
2018-12-30,69,False
2018-12-31,71,False
2019-01-01,67,False
2019-01-02,86,False
2019-01-03,74,False
2019-01-04,74,False
2019-01-05,77,False
2019-01-06,64,False
2019-01-07,76,False
2019-01-08,83,False
2019-01-09,83,False
2019-01-10,82,False
2019-01-11,82,False
2019-01-12,74,False
2019-01-13,79,False
2019-01-14,85,False
2019-01-15,91,False
2019-01-16,84,False
2019-01-17,85,False
2019-01-18,78,False
2019-01-19,73,False
2019-01-20,86,False
2019-01-21,80,False
2019-01-22,83,False
2019-01-23,88,False
2019-01-24,81,False
2019-01-25,76,False
2019-01-26,65,False
2019-01-27,77,False
2019-01-28,94,False
2019-01-29,88,False
2019-01-30,85,False
2019-01-31,85,False
2019-02-01,80,False
2019-02-02,78,False
2019-02-03,83,False
2019-02-04,95,False
2019-02-05,93,False
2019-02-06,99,False
2019-02-07,93,False
2019-02-08,76,False
2019-02-09,73,False
2019-02-10,88,False
2019-02-11,93,False
2019-02-12,97,False
2019-02-13,93,False
2019-02-14,94,False
2019-02-15,88,False
2019-02-16,90,False
2019-02-17,92,False
2019-02-18,92,False
2019-02-19,92,False
2019-02-20,90,False
2019-02-21,100,False
2019-02-22,82,False
2019-02-23,80,False
2019-02-24,86,False
2019-02-25,86,False
2019-02-26,93,False
2019-02-27,94,False
2019-02-28,79,False
2019-03-01,78,False
2019-03-02,73,False
2019-03-03,80,False
2019-03-04,84,False
2019-03-05,92,False
2019-03-06,85,False
2019-03-07,88,False
2019-03-08,83,False
2019-03-09,73,False
2019-03-10,86,False
2019-03-11,94,False
2019-03-12,87,False
2019-03-13,85,False
2019-03-14,91,False
2019-03-15,83,False
2019-03-16,80,False
2019-03-17,86,False
2019-03-18,84,False
2019-03-19,90,False
2019-03-20,91,False
2019-03-21,91,False
2019-03-22,82,False
2019-03-23,82,False
2019-03-24,92,False
2019-03-25,88,False
2019-03-26,95,False
2019-03-27,85,False
2019-03-28,90,False
2019-03-29,77,False
2019-03-30,70,False
2019-03-31,80,False
2019-04-01,95,False
2019-04-02,89,False
2019-04-03,87,False
2019-04-04,81,False
2019-04-05,81,False
2019-04-06,82,False
2019-04-07,83,False
2019-04-08,85,False
2019-04-09,84,False
2019-04-10,87,False
