date,/m/06bvp,isPartial
2019-12-30,70,False
2019-12-31,70,False
2020-01-01,65,False
2020-01-02,99,False
2020-01-03,86,False
2020-01-04,90,False
2020-01-05,93,False
2020-01-06,94,False
2020-01-07,86,False
2020-01-08,93,False
2020-01-09,97,False
2020-01-10,79,False
2020-01-11,69,False
2020-01-12,99,False
2020-01-13,87,False
2020-01-14,85,False
2020-01-15,85,False
2020-01-16,88,False
2020-01-17,77,False
2020-01-18,67,False
2020-01-19,79,False
2020-01-20,82,False
2020-01-21,82,False
2020-01-22,85,False
2020-01-23,87,False
2020-01-24,85,False
2020-01-25,70,False
2020-01-26,88,False
2020-01-27,91,False
2020-01-28,88,False
2020-01-29,86,False
2020-01-30,86,False
2020-01-31,67,False
2020-02-01,68,False
2020-02-02,81,False
2020-02-03,87,False
2020-02-04,87,False
2020-02-05,100,False
2020-02-06,95,False
2020-02-07,77,False
2020-02-08,65,False
2020-02-09,89,False
2020-02-10,81,False
2020-02-11,84,False
2020-02-12,91,False
2020-02-13,81,False
2020-02-14,65,False
2020-02-15,59,False
2020-02-16,75,False
2020-02-17,62,False
2020-02-18,73,False
2020-02-19,71,False
2020-02-20,74,False
2020-02-21,76,False
2020-02-22,78,False
2020-02-23,96,False
2020-02-24,86,False
2020-02-25,92,False
2020-02-26,87,False
2020-02-27,90,False
2020-02-28,81,False
2020-02-29,77,False
2020-03-01,89,False
2020-03-02,91,False
2020-03-03,87,False
2020-03-04,83,False
2020-03-05,83,False
2020-03-06,75,False
2020-03-07,64,False
2020-03-08,87,False
2020-03-09,87,False
2020-03-10,87,False
2020-03-11,82,False
2020-03-12,71,False
2020-03-13,58,False
2020-03-14,76,False
2020-03-15,79,False
2020-03-16,66,False
2020-03-17,75,False
2020-03-18,76,False
2020-03-19,63,False
2020-03-20,61,False
2020-03-21,56,False
2020-03-22,59,False
2020-03-23,87,False
2020-03-24,88,False
2020-03-25,88,False
2020-03-26,88,False
2020-03-27,96,False
2020-03-28,65,False
2020-03-29,86,False
2020-03-30,99,False
2020-03-31,100,False
2020-04-01,99,False
2020-04-02,98,False
2020-04-03,89,False
2020-04-04,75,False
2020-04-05,83,False
2020-04-06,80,False
2020-04-07,77,False
