date,/m/06bvp,isPartial
2018-12-30,81,False
2018-12-31,76,False
2019-01-01,78,False
2019-01-02,71,False
2019-01-03,61,False
2019-01-04,67,False
2019-01-05,78,False
2019-01-06,86,False
2019-01-07,72,False
2019-01-08,71,False
2019-01-09,65,False
2019-01-10,76,False
2019-01-11,68,False
2019-01-12,72,False
2019-01-13,82,False
2019-01-14,64,False
2019-01-15,68,False
2019-01-16,71,False
2019-01-17,76,False
2019-01-18,61,False
2019-01-19,68,False
2019-01-20,78,False
2019-01-21,62,False
2019-01-22,67,False
2019-01-23,66,False
2019-01-24,63,False
2019-01-25,62,False
2019-01-26,70,False
2019-01-27,74,False
2019-01-28,63,False
2019-01-29,60,False
2019-01-30,65,False
2019-01-31,61,False
2019-02-01,65,False
2019-02-02,76,False
2019-02-03,80,False
2019-02-04,65,False
2019-02-05,70,False
2019-02-06,64,False
2019-02-07,73,False
2019-02-08,66,False
2019-02-09,77,False
2019-02-10,79,False
2019-02-11,78,False
2019-02-12,64,False
2019-02-13,62,False
2019-02-14,68,False
2019-02-15,66,False
2019-02-16,72,False
2019-02-17,80,False
2019-02-18,67,False
2019-02-19,83,False
2019-02-20,75,False
2019-02-21,73,False
2019-02-22,69,False
2019-02-23,76,False
2019-02-24,89,False
2019-02-25,60,False
2019-02-26,73,False
2019-02-27,75,False
2019-02-28,64,False
2019-03-01,63,False
2019-03-02,76,False
2019-03-03,79,False
2019-03-04,76,False
2019-03-05,86,False
2019-03-06,95,False
2019-03-07,90,False
2019-03-08,76,False
2019-03-09,91,False
2019-03-10,100,False
2019-03-11,73,False
2019-03-12,72,False
2019-03-13,73,False
2019-03-14,71,False
2019-03-15,86,False
2019-03-16,78,False
2019-03-17,86,False
2019-03-18,78,False
2019-03-19,83,False
2019-03-20,82,False
2019-03-21,73,False
2019-03-22,77,False
2019-03-23,82,False
2019-03-24,93,False
2019-03-25,78,False
2019-03-26,64,False
2019-03-27,64,False
2019-03-28,67,False
2019-03-29,67,False
2019-03-30,73,False
2019-03-31,82,False
2019-04-01,79,False
2019-04-02,67,False
2019-04-03,67,False
2019-04-04,67,False
2019-04-05,76,False
2019-04-06,79,False
2019-04-07,93,False
2019-04-08,72,False
2019-04-09,65,False
2019-04-10,69,False
