date,/m/06bvp,isPartial
2018-12-30,92,False
2019-01-06,70,False
2019-01-13,37,False
2019-01-20,67,False
2019-01-27,37,False
2019-02-03,82,False
2019-02-10,82,False
2019-02-17,36,False
2019-02-24,50,False
2019-03-03,71,False
2019-03-10,53,False
2019-03-17,38,False
2019-03-24,64,False
2019-03-31,49,False
2019-04-07,58,False
2019-04-14,92,False
2019-04-21,88,False
2019-04-28,48,False
2019-05-05,68,False
2019-05-12,75,False
2019-05-19,81,False
2019-05-26,66,False
2019-06-02,49,False
2019-06-09,59,False
2019-06-16,81,False
2019-06-23,42,False
2019-06-30,55,False
2019-07-07,53,False
2019-07-14,39,False
2019-07-21,40,False
2019-07-28,47,False
2019-08-04,47,False
2019-08-11,72,False
2019-08-18,62,False
2019-08-25,53,False
2019-09-01,0,False
2019-09-08,42,False
2019-09-15,70,False
2019-09-22,49,False
2019-09-29,46,False
2019-10-06,50,False
2019-10-13,45,False
2019-10-20,66,False
2019-10-27,60,False
2019-11-03,80,False
2019-11-10,68,False
2019-11-17,65,False
2019-11-24,54,False
2019-12-01,85,False
2019-12-08,61,False
2019-12-15,54,False
2019-12-22,100,False
2019-12-29,61,False
2020-01-05,89,False
2020-01-12,64,False
2020-01-19,90,False
2020-01-26,93,False
2020-02-02,52,False
2020-02-09,53,False
2020-02-16,71,False
2020-02-23,79,False
2020-03-01,56,False
2020-03-08,68,False
2020-03-15,41,False
2020-03-22,76,False
2020-03-29,84,False
2020-04-05,84,False
