date,/m/06bvp,isPartial
2018-12-30,42,False
2018-12-31,40,False
2019-01-01,46,False
2019-01-02,41,False
2019-01-03,43,False
2019-01-04,44,False
2019-01-05,43,False
2019-01-06,50,False
2019-01-07,53,False
2019-01-08,56,False
2019-01-09,56,False
2019-01-10,55,False
2019-01-11,47,False
2019-01-12,49,False
2019-01-13,59,False
2019-01-14,62,False
2019-01-15,56,False
2019-01-16,57,False
2019-01-17,57,False
2019-01-18,48,False
2019-01-19,43,False
2019-01-20,57,False
2019-01-21,54,False
2019-01-22,53,False
2019-01-23,50,False
2019-01-24,53,False
2019-01-25,43,False
2019-01-26,42,False
2019-01-27,56,False
2019-01-28,47,False
2019-01-29,47,False
2019-01-30,51,False
2019-01-31,43,False
2019-02-01,52,False
2019-02-02,41,False
2019-02-03,55,False
2019-02-04,57,False
2019-02-05,58,False
2019-02-06,55,False
2019-02-07,54,False
2019-02-08,48,False
2019-02-09,45,False
2019-02-10,57,False
2019-02-11,62,False
2019-02-12,56,False
2019-02-13,48,False
2019-02-14,50,False
2019-02-15,43,False
2019-02-16,41,False
2019-02-17,46,False
2019-02-18,45,False
2019-02-19,72,False
2019-02-20,47,False
2019-02-21,45,False
2019-02-22,45,False
2019-02-23,45,False
2019-02-24,54,False
2019-02-25,55,False
2019-02-26,54,False
2019-02-27,55,False
2019-02-28,56,False
2019-03-01,47,False
2019-03-02,49,False
2019-03-03,60,False
2019-03-04,58,False
2019-03-05,55,False
2019-03-06,57,False
2019-03-07,61,False
2019-03-08,49,False
2019-03-09,47,False
2019-03-10,59,False
2019-03-11,56,False
2019-03-12,57,False
2019-03-13,48,False
2019-03-14,53,False
2019-03-15,62,False
2019-03-16,50,False
2019-03-17,61,False
2019-03-18,62,False
2019-03-19,68,False
2019-03-20,64,False
2019-03-21,57,False
2019-03-22,57,False
2019-03-23,57,False
2019-03-24,64,False
2019-03-25,60,False
2019-03-26,100,False
2019-03-27,62,False
2019-03-28,58,False
2019-03-29,46,False
2019-03-30,43,False
2019-03-31,62,False
2019-04-01,47,False
2019-04-02,55,False
2019-04-03,57,False
2019-04-04,53,False
2019-04-05,43,False
2019-04-06,42,False
2019-04-07,49,False
2019-04-08,48,False
2019-04-09,44,False
2019-04-10,46,False
