date,/m/06bvp,isPartial
2019-12-30,60,False
2019-12-31,63,False
2020-01-01,69,False
2020-01-02,58,False
2020-01-03,67,False
2020-01-04,73,False
2020-01-05,80,False
2020-01-06,61,False
2020-01-07,63,False
2020-01-08,60,False
2020-01-09,60,False
2020-01-10,56,False
2020-01-11,63,False
2020-01-12,66,False
2020-01-13,58,False
2020-01-14,62,False
2020-01-15,58,False
2020-01-16,56,False
2020-01-17,56,False
2020-01-18,64,False
2020-01-19,72,False
2020-01-20,55,False
2020-01-21,54,False
2020-01-22,60,False
2020-01-23,60,False
2020-01-24,56,False
2020-01-25,60,False
2020-01-26,76,False
2020-01-27,65,False
2020-01-28,61,False
2020-01-29,63,False
2020-01-30,68,False
2020-01-31,57,False
2020-02-01,61,False
2020-02-02,80,False
2020-02-03,64,False
2020-02-04,68,False
2020-02-05,64,False
2020-02-06,59,False
2020-02-07,51,False
2020-02-08,74,False
2020-02-09,66,False
2020-02-10,59,False
2020-02-11,56,False
2020-02-12,57,False
2020-02-13,62,False
2020-02-14,55,False
2020-02-15,59,False
2020-02-16,63,False
2020-02-17,55,False
2020-02-18,50,False
2020-02-19,60,False
2020-02-20,57,False
2020-02-21,58,False
2020-02-22,56,False
2020-02-23,67,False
2020-02-24,57,False
2020-02-25,55,False
2020-02-26,56,False
2020-02-27,56,False
2020-02-28,55,False
2020-02-29,58,False
2020-03-01,62,False
2020-03-02,51,False
2020-03-03,59,False
2020-03-04,58,False
2020-03-05,60,False
2020-03-06,56,False
2020-03-07,65,False
2020-03-08,63,False
2020-03-09,59,False
2020-03-10,61,False
2020-03-11,53,False
2020-03-12,48,False
2020-03-13,51,False
2020-03-14,56,False
2020-03-15,52,False
2020-03-16,45,False
2020-03-17,52,False
2020-03-18,63,False
2020-03-19,73,False
2020-03-20,68,False
2020-03-21,66,False
2020-03-22,72,False
2020-03-23,78,False
2020-03-24,76,False
2020-03-25,70,False
2020-03-26,79,False
2020-03-27,65,False
2020-03-28,66,False
2020-03-29,81,False
2020-03-30,73,False
2020-03-31,70,False
2020-04-01,64,False
2020-04-02,72,False
2020-04-03,66,False
2020-04-04,89,False
2020-04-05,100,False
2020-04-06,75,False
2020-04-07,68,False
