date,/m/06bvp,isPartial
2019-12-30,62,False
2019-12-31,86,False
2020-01-01,79,False
2020-01-02,71,False
2020-01-03,79,False
2020-01-04,78,False
2020-01-05,80,False
2020-01-06,82,False
2020-01-07,91,False
2020-01-08,91,False
2020-01-09,95,False
2020-01-10,80,False
2020-01-11,86,False
2020-01-12,100,False
2020-01-13,84,False
2020-01-14,92,False
2020-01-15,85,False
2020-01-16,87,False
2020-01-17,77,False
2020-01-18,78,False
2020-01-19,92,False
2020-01-20,78,False
2020-01-21,86,False
2020-01-22,86,False
2020-01-23,84,False
2020-01-24,77,False
2020-01-25,73,False
2020-01-26,89,False
2020-01-27,87,False
2020-01-28,81,False
2020-01-29,87,False
2020-01-30,86,False
2020-01-31,67,False
2020-02-01,74,False
2020-02-02,81,False
2020-02-03,74,False
2020-02-04,82,False
2020-02-05,79,False
2020-02-06,80,False
2020-02-07,68,False
2020-02-08,68,False
2020-02-09,70,False
2020-02-10,64,False
2020-02-11,74,False
2020-02-12,84,False
2020-02-13,73,False
2020-02-14,69,False
2020-02-15,60,False
2020-02-16,80,False
2020-02-17,76,False
2020-02-18,78,False
2020-02-19,78,False
2020-02-20,80,False
2020-02-21,80,False
2020-02-22,75,False
2020-02-23,78,False
2020-02-24,79,False
2020-02-25,80,False
2020-02-26,82,False
2020-02-27,88,False
2020-02-28,69,False
2020-02-29,71,False
2020-03-01,84,False
2020-03-02,83,False
2020-03-03,90,False
2020-03-04,86,False
2020-03-05,76,False
2020-03-06,72,False
2020-03-07,68,False
2020-03-08,83,False
2020-03-09,82,False
2020-03-10,77,False
2020-03-11,75,False
2020-03-12,64,False
2020-03-13,50,False
2020-03-14,60,False
2020-03-15,55,False
2020-03-16,50,False
2020-03-17,58,False
2020-03-18,73,False
2020-03-19,82,False
2020-03-20,81,False
2020-03-21,77,False
2020-03-22,73,False
2020-03-23,78,False
2020-03-24,76,False
2020-03-25,82,False
2020-03-26,82,False
2020-03-27,81,False
2020-03-28,73,False
2020-03-29,87,False
2020-03-30,76,False
2020-03-31,76,False
2020-04-01,74,False
2020-04-02,75,False
2020-04-03,75,False
2020-04-04,74,False
2020-04-05,79,False
2020-04-06,74,False
2020-04-07,74,False
