date,Religion,isPartial
2018-12-30,37,False
2018-12-31,58,False
2019-01-01,32,False
2019-01-02,55,False
2019-01-03,45,False
2019-01-04,40,False
2019-01-05,55,False
2019-01-06,56,False
2019-01-07,54,False
2019-01-08,59,False
2019-01-09,63,False
2019-01-10,40,False
2019-01-11,56,False
2019-01-12,36,False
2019-01-13,56,False
2019-01-14,79,False
2019-01-15,100,False
2019-01-16,62,False
2019-01-17,38,False
2019-01-18,36,False
2019-01-19,55,False
2019-01-20,40,False
2019-01-21,68,False
2019-01-22,64,False
2019-01-23,72,False
2019-01-24,73,False
2019-01-25,62,False
2019-01-26,27,False
2019-01-27,58,False
2019-01-28,65,False
2019-01-29,63,False
2019-01-30,43,False
2019-01-31,48,False
2019-02-01,48,False
2019-02-02,30,False
2019-02-03,71,False
2019-02-04,64,False
2019-02-05,50,False
2019-02-06,68,False
2019-02-07,44,False
2019-02-08,37,False
2019-02-09,0,False
2019-02-10,53,False
2019-02-11,63,False
2019-02-12,65,False
2019-02-13,75,False
2019-02-14,40,False
2019-02-15,37,False
2019-02-16,40,False
2019-02-17,42,False
2019-02-18,25,False
2019-02-19,41,False
2019-02-20,29,False
2019-02-21,38,False
2019-02-22,45,False
2019-02-23,32,False
2019-02-24,40,False
2019-02-25,57,False
2019-02-26,72,False
2019-02-27,54,False
2019-02-28,63,False
2019-03-01,48,False
2019-03-02,45,False
2019-03-03,60,False
2019-03-04,63,False
2019-03-05,49,False
2019-03-06,53,False
2019-03-07,56,False
2019-03-08,62,False
2019-03-09,39,False
2019-03-10,60,False
2019-03-11,53,False
2019-03-12,57,False
2019-03-13,60,False
2019-03-14,41,False
2019-03-15,74,False
2019-03-16,44,False
2019-03-17,74,False
2019-03-18,50,False
2019-03-19,75,False
2019-03-20,78,False
2019-03-21,68,False
2019-03-22,60,False
2019-03-23,55,False
2019-03-24,51,False
2019-03-25,63,False
2019-03-26,92,False
2019-03-27,53,False
2019-03-28,57,False
2019-03-29,57,False
2019-03-30,47,False
2019-03-31,49,False
2019-04-01,61,False
2019-04-02,67,False
2019-04-03,63,False
2019-04-04,50,False
2019-04-05,72,False
2019-04-06,51,False
2019-04-07,51,False
2019-04-08,82,False
2019-04-09,62,False
2019-04-10,51,False
