date,Religion,isPartial
2018-12-30,78,False
2018-12-31,65,False
2019-01-01,61,False
2019-01-02,66,False
2019-01-03,68,False
2019-01-04,65,False
2019-01-05,76,False
2019-01-06,89,False
2019-01-07,82,False
2019-01-08,83,False
2019-01-09,74,False
2019-01-10,85,False
2019-01-11,70,False
2019-01-12,69,False
2019-01-13,92,False
2019-01-14,80,False
2019-01-15,88,False
2019-01-16,79,False
2019-01-17,85,False
2019-01-18,68,False
2019-01-19,70,False
2019-01-20,85,False
2019-01-21,69,False
2019-01-22,91,False
2019-01-23,87,False
2019-01-24,76,False
2019-01-25,65,False
2019-01-26,79,False
2019-01-27,98,False
2019-01-28,77,False
2019-01-29,78,False
2019-01-30,86,False
2019-01-31,73,False
2019-02-01,71,False
2019-02-02,65,False
2019-02-03,84,False
2019-02-04,76,False
2019-02-05,79,False
2019-02-06,84,False
2019-02-07,83,False
2019-02-08,64,False
2019-02-09,62,False
2019-02-10,84,False
2019-02-11,78,False
2019-02-12,83,False
2019-02-13,86,False
2019-02-14,73,False
2019-02-15,68,False
2019-02-16,74,False
2019-02-17,90,False
2019-02-18,75,False
2019-02-19,80,False
2019-02-20,81,False
2019-02-21,74,False
2019-02-22,73,False
2019-02-23,76,False
2019-02-24,89,False
2019-02-25,68,False
2019-02-26,84,False
2019-02-27,83,False
2019-02-28,72,False
2019-03-01,64,False
2019-03-02,69,False
2019-03-03,74,False
2019-03-04,74,False
2019-03-05,80,False
2019-03-06,82,False
2019-03-07,73,False
2019-03-08,77,False
2019-03-09,73,False
2019-03-10,95,False
2019-03-11,78,False
2019-03-12,89,False
2019-03-13,84,False
2019-03-14,85,False
2019-03-15,92,False
2019-03-16,83,False
2019-03-17,97,False
2019-03-18,88,False
2019-03-19,85,False
2019-03-20,84,False
2019-03-21,96,False
2019-03-22,84,False
2019-03-23,96,False
2019-03-24,92,False
2019-03-25,97,False
2019-03-26,90,False
2019-03-27,90,False
2019-03-28,100,False
2019-03-29,83,False
2019-03-30,84,False
2019-03-31,85,False
2019-04-01,89,False
2019-04-02,80,False
2019-04-03,87,False
2019-04-04,89,False
2019-04-05,72,False
2019-04-06,75,False
2019-04-07,77,False
2019-04-08,77,False
2019-04-09,79,False
2019-04-10,80,False
