date,Religion,isPartial
2018-12-30,43,False
2018-12-31,34,False
2019-01-01,39,False
2019-01-02,36,False
2019-01-03,38,False
2019-01-04,35,False
2019-01-05,38,False
2019-01-06,44,False
2019-01-07,42,False
2019-01-08,43,False
2019-01-09,39,False
2019-01-10,42,False
2019-01-11,40,False
2019-01-12,41,False
2019-01-13,46,False
2019-01-14,51,False
2019-01-15,44,False
2019-01-16,43,False
2019-01-17,44,False
2019-01-18,39,False
2019-01-19,35,False
2019-01-20,43,False
2019-01-21,43,False
2019-01-22,44,False
2019-01-23,40,False
2019-01-24,44,False
2019-01-25,38,False
2019-01-26,38,False
2019-01-27,44,False
2019-01-28,40,False
2019-01-29,36,False
2019-01-30,41,False
2019-01-31,35,False
2019-02-01,39,False
2019-02-02,35,False
2019-02-03,49,False
2019-02-04,45,False
2019-02-05,46,False
2019-02-06,44,False
2019-02-07,41,False
2019-02-08,41,False
2019-02-09,40,False
2019-02-10,47,False
2019-02-11,48,False
2019-02-12,44,False
2019-02-13,36,False
2019-02-14,39,False
2019-02-15,37,False
2019-02-16,33,False
2019-02-17,42,False
2019-02-18,36,False
2019-02-19,40,False
2019-02-20,37,False
2019-02-21,39,False
2019-02-22,39,False
2019-02-23,36,False
2019-02-24,43,False
2019-02-25,44,False
2019-02-26,43,False
2019-02-27,44,False
2019-02-28,46,False
2019-03-01,41,False
2019-03-02,43,False
2019-03-03,47,False
2019-03-04,41,False
2019-03-05,40,False
2019-03-06,43,False
2019-03-07,44,False
2019-03-08,44,False
2019-03-09,40,False
2019-03-10,45,False
2019-03-11,44,False
2019-03-12,38,False
2019-03-13,39,False
2019-03-14,40,False
2019-03-15,53,False
2019-03-16,47,False
2019-03-17,52,False
2019-03-18,47,False
2019-03-19,57,False
2019-03-20,51,False
2019-03-21,48,False
2019-03-22,45,False
2019-03-23,49,False
2019-03-24,51,False
2019-03-25,46,False
2019-03-26,100,False
2019-03-27,53,False
2019-03-28,42,False
2019-03-29,39,False
2019-03-30,36,False
2019-03-31,49,False
2019-04-01,43,False
2019-04-02,42,False
2019-04-03,46,False
2019-04-04,42,False
2019-04-05,40,False
2019-04-06,39,False
2019-04-07,47,False
2019-04-08,37,False
2019-04-09,36,False
2019-04-10,44,False
