date,Religion,isPartial
2019-12-30,85,False
2019-12-31,76,False
2020-01-01,83,False
2020-01-02,77,False
2020-01-03,95,False
2020-01-04,100,False
2020-01-05,96,False
2020-01-06,90,False
2020-01-07,87,False
2020-01-08,87,False
2020-01-09,83,False
2020-01-10,80,False
2020-01-11,72,False
2020-01-12,86,False
2020-01-13,79,False
2020-01-14,83,False
2020-01-15,82,False
2020-01-16,81,False
2020-01-17,76,False
2020-01-18,70,False
2020-01-19,80,False
2020-01-20,79,False
2020-01-21,71,False
2020-01-22,73,False
2020-01-23,84,False
2020-01-24,77,False
2020-01-25,74,False
2020-01-26,87,False
2020-01-27,90,False
2020-01-28,83,False
2020-01-29,86,False
2020-01-30,82,False
2020-01-31,68,False
2020-02-01,68,False
2020-02-02,79,False
2020-02-03,79,False
2020-02-04,85,False
2020-02-05,86,False
2020-02-06,86,False
2020-02-07,76,False
2020-02-08,69,False
2020-02-09,79,False
2020-02-10,79,False
2020-02-11,77,False
2020-02-12,78,False
2020-02-13,81,False
2020-02-14,65,False
2020-02-15,62,False
2020-02-16,76,False
2020-02-17,68,False
2020-02-18,68,False
2020-02-19,74,False
2020-02-20,76,False
2020-02-21,74,False
2020-02-22,71,False
2020-02-23,89,False
2020-02-24,78,False
2020-02-25,79,False
2020-02-26,81,False
2020-02-27,83,False
2020-02-28,76,False
2020-02-29,72,False
2020-03-01,84,False
2020-03-02,86,False
2020-03-03,80,False
2020-03-04,78,False
2020-03-05,73,False
2020-03-06,74,False
2020-03-07,74,False
2020-03-08,87,False
2020-03-09,70,False
2020-03-10,76,False
2020-03-11,78,False
2020-03-12,65,False
2020-03-13,58,False
2020-03-14,66,False
2020-03-15,69,False
2020-03-16,60,False
2020-03-17,67,False
2020-03-18,65,False
2020-03-19,57,False
2020-03-20,55,False
2020-03-21,60,False
2020-03-22,61,False
2020-03-23,74,False
2020-03-24,74,False
2020-03-25,72,False
2020-03-26,74,False
2020-03-27,87,False
2020-03-28,65,False
2020-03-29,79,False
2020-03-30,88,False
2020-03-31,88,False
2020-04-01,85,False
2020-04-02,84,False
2020-04-03,84,False
2020-04-04,77,False
2020-04-05,80,False
2020-04-06,74,False
2020-04-07,74,False
