date,Religion,isPartial
2019-12-30,53,False
2019-12-31,72,False
2020-01-01,72,False
2020-01-02,73,False
2020-01-03,91,False
2020-01-04,92,False
2020-01-05,100,False
2020-01-06,66,False
2020-01-07,72,False
2020-01-08,55,False
2020-01-09,58,False
2020-01-10,80,False
2020-01-11,75,False
2020-01-12,72,False
2020-01-13,55,False
2020-01-14,65,False
2020-01-15,73,False
2020-01-16,86,False
2020-01-17,81,False
2020-01-18,67,False
2020-01-19,63,False
2020-01-20,50,False
2020-01-21,54,False
2020-01-22,83,False
2020-01-23,81,False
2020-01-24,62,False
2020-01-25,71,False
2020-01-26,64,False
2020-01-27,51,False
2020-01-28,90,False
2020-01-29,85,False
2020-01-30,85,False
2020-01-31,56,False
2020-02-01,48,False
2020-02-02,81,False
2020-02-03,67,False
2020-02-04,67,False
2020-02-05,48,False
2020-02-06,63,False
2020-02-07,49,False
2020-02-08,42,False
2020-02-09,49,False
2020-02-10,57,False
2020-02-11,82,False
2020-02-12,78,False
2020-02-13,66,False
2020-02-14,58,False
2020-02-15,41,False
2020-02-16,67,False
2020-02-17,61,False
2020-02-18,63,False
2020-02-19,58,False
2020-02-20,64,False
2020-02-21,62,False
2020-02-22,70,False
2020-02-23,73,False
2020-02-24,72,False
2020-02-25,54,False
2020-02-26,74,False
2020-02-27,65,False
2020-02-28,37,False
2020-02-29,78,False
2020-03-01,83,False
2020-03-02,39,False
2020-03-03,57,False
2020-03-04,55,False
2020-03-05,100,False
2020-03-06,77,False
2020-03-07,79,False
2020-03-08,79,False
2020-03-09,54,False
2020-03-10,56,False
2020-03-11,45,False
2020-03-12,38,False
2020-03-13,44,False
2020-03-14,55,False
2020-03-15,56,False
2020-03-16,49,False
2020-03-17,73,False
2020-03-18,68,False
2020-03-19,71,False
2020-03-20,75,False
2020-03-21,66,False
2020-03-22,84,False
2020-03-23,59,False
2020-03-24,97,False
2020-03-25,72,False
2020-03-26,84,False
2020-03-27,92,False
2020-03-28,47,False
2020-03-29,71,False
2020-03-30,71,False
2020-03-31,56,False
2020-04-01,85,False
2020-04-02,70,False
2020-04-03,77,False
2020-04-04,86,False
2020-04-05,67,False
2020-04-06,62,False
2020-04-07,42,False
