date,Religion,isPartial
2018-12-30,63,False
2018-12-31,40,False
2019-01-01,0,False
2019-01-02,63,False
2019-01-03,62,False
2019-01-04,43,False
2019-01-05,42,False
2019-01-06,58,False
2019-01-07,65,False
2019-01-08,45,False
2019-01-09,51,False
2019-01-10,69,False
2019-01-11,57,False
2019-01-12,62,False
2019-01-13,62,False
2019-01-14,43,False
2019-01-15,60,False
2019-01-16,69,False
2019-01-17,64,False
2019-01-18,59,False
2019-01-19,63,False
2019-01-20,61,False
2019-01-21,67,False
2019-01-22,59,False
2019-01-23,58,False
2019-01-24,51,False
2019-01-25,44,False
2019-01-26,32,False
2019-01-27,43,False
2019-01-28,80,False
2019-01-29,51,False
2019-01-30,51,False
2019-01-31,51,False
2019-02-01,58,False
2019-02-02,33,False
2019-02-03,59,False
2019-02-04,55,False
2019-02-05,56,False
2019-02-06,68,False
2019-02-07,53,False
2019-02-08,55,False
2019-02-09,72,False
2019-02-10,53,False
2019-02-11,40,False
2019-02-12,41,False
2019-02-13,61,False
2019-02-14,51,False
2019-02-15,58,False
2019-02-16,53,False
2019-02-17,71,False
2019-02-18,62,False
2019-02-19,55,False
2019-02-20,63,False
2019-02-21,70,False
2019-02-22,45,False
2019-02-23,50,False
2019-02-24,41,False
2019-02-25,64,False
2019-02-26,72,False
2019-02-27,100,False
2019-02-28,68,False
2019-03-01,54,False
2019-03-02,59,False
2019-03-03,73,False
2019-03-04,59,False
2019-03-05,60,False
2019-03-06,61,False
2019-03-07,39,False
2019-03-08,59,False
2019-03-09,0,False
2019-03-10,61,False
2019-03-11,69,False
2019-03-12,48,False
2019-03-13,61,False
2019-03-14,59,False
2019-03-15,76,False
2019-03-16,62,False
2019-03-17,50,False
2019-03-18,38,False
2019-03-19,72,False
2019-03-20,75,False
2019-03-21,50,False
2019-03-22,60,False
2019-03-23,68,False
2019-03-24,65,False
2019-03-25,51,False
2019-03-26,65,False
2019-03-27,70,False
2019-03-28,71,False
2019-03-29,55,False
2019-03-30,67,False
2019-03-31,67,False
2019-04-01,52,False
2019-04-02,45,False
2019-04-03,47,False
2019-04-04,74,False
2019-04-05,44,False
2019-04-06,33,False
2019-04-07,63,False
2019-04-08,51,False
2019-04-09,63,False
2019-04-10,58,False
