Categoría: Ciencias ocultas y paranormales

Día,Geo: España
2018-12-30,89
2018-12-31,73
2019-01-01,89
2019-01-02,71
2019-01-03,59
2019-01-04,71
2019-01-05,63
2019-01-06,77
2019-01-07,67
2019-01-08,59
2019-01-09,67
2019-01-10,58
2019-01-11,58
2019-01-12,63
2019-01-13,80
2019-01-14,60
2019-01-15,67
2019-01-16,64
2019-01-17,58
2019-01-18,58
2019-01-19,80
2019-01-20,80
2019-01-21,61
2019-01-22,61
2019-01-23,60
2019-01-24,56
2019-01-25,58
2019-01-26,68
2019-01-27,67
2019-01-28,63
2019-01-29,56
2019-01-30,65
2019-01-31,58
2019-02-01,63
2019-02-02,78
2019-02-03,85
2019-02-04,65
2019-02-05,64
2019-02-06,66
2019-02-07,70
2019-02-08,69
2019-02-09,74
2019-02-10,80
2019-02-11,67
2019-02-12,62
2019-02-13,59
2019-02-14,62
2019-02-15,69
2019-02-16,100
2019-02-17,79
2019-02-18,67
2019-02-19,62
2019-02-20,61
2019-02-21,61
2019-02-22,56
2019-02-23,65
2019-02-24,77
2019-02-25,67
2019-02-26,55
2019-02-27,65
2019-02-28,67
2019-03-01,63
2019-03-02,63
2019-03-03,72
2019-03-04,60
2019-03-05,61
2019-03-06,55
2019-03-07,58
2019-03-08,59
2019-03-09,66
2019-03-10,66
2019-03-11,64
2019-03-12,56
2019-03-13,53
2019-03-14,53
2019-03-15,61
2019-03-16,65
2019-03-17,69
2019-03-18,67
2019-03-19,58
2019-03-20,59
2019-03-21,59
2019-03-22,59
2019-03-23,71
2019-03-24,74
2019-03-25,63
2019-03-26,57
2019-03-27,58
2019-03-28,59
2019-03-29,55
2019-03-30,67
2019-03-31,78
2019-04-01,60
2019-04-02,59
2019-04-03,60
2019-04-04,59
2019-04-05,64
2019-04-06,67
2019-04-07,79
2019-04-08,68
2019-04-09,61
2019-04-10,61
