Categoría: Escépticos y no creyentes

Día,Geo: Italia
2018-12-30,30
2018-12-31,24
2019-01-01,27
2019-01-02,41
2019-01-03,41
2019-01-04,36
2019-01-05,42
2019-01-06,43
2019-01-07,50
2019-01-08,44
2019-01-09,52
2019-01-10,51
2019-01-11,43
2019-01-12,42
2019-01-13,48
2019-01-14,51
2019-01-15,52
2019-01-16,58
2019-01-17,52
2019-01-18,44
2019-01-19,39
2019-01-20,44
2019-01-21,56
2019-01-22,48
2019-01-23,50
2019-01-24,46
2019-01-25,51
2019-01-26,38
2019-01-27,46
2019-01-28,53
2019-01-29,55
2019-01-30,52
2019-01-31,44
2019-02-01,46
2019-02-02,41
2019-02-03,42
2019-02-04,47
2019-02-05,49
2019-02-06,48
2019-02-07,47
2019-02-08,49
2019-02-09,42
2019-02-10,44
2019-02-11,55
2019-02-12,50
2019-02-13,44
2019-02-14,46
2019-02-15,43
2019-02-16,44
2019-02-17,42
2019-02-18,62
2019-02-19,59
2019-02-20,59
2019-02-21,55
2019-02-22,46
2019-02-23,45
2019-02-24,60
2019-02-25,54
2019-02-26,49
2019-02-27,53
2019-02-28,51
2019-03-01,48
2019-03-02,39
2019-03-03,43
2019-03-04,60
2019-03-05,67
2019-03-06,60
2019-03-07,58
2019-03-08,49
2019-03-09,47
2019-03-10,48
2019-03-11,64
2019-03-12,69
2019-03-13,98
2019-03-14,99
2019-03-15,100
2019-03-16,93
2019-03-17,91
2019-03-18,75
2019-03-19,50
2019-03-20,47
2019-03-21,42
2019-03-22,57
2019-03-23,36
2019-03-24,50
2019-03-25,42
2019-03-26,41
2019-03-27,42
2019-03-28,45
2019-03-29,43
2019-03-30,36
2019-03-31,33
2019-04-01,48
2019-04-02,43
2019-04-03,50
2019-04-04,44
2019-04-05,41
2019-04-06,37
2019-04-07,37
2019-04-08,49
2019-04-09,44
2019-04-10,46
