Categoría: Escépticos y no creyentes

Día,Geo: Suiza
2018-12-30,17
2018-12-31,14
2019-01-01,15
2019-01-02,15
2019-01-03,17
2019-01-04,17
2019-01-05,24
2019-01-06,24
2019-01-07,24
2019-01-08,21
2019-01-09,18
2019-01-10,21
2019-01-11,18
2019-01-12,21
2019-01-13,15
2019-01-14,20
2019-01-15,18
2019-01-16,21
2019-01-17,23
2019-01-18,18
2019-01-19,20
2019-01-20,22
2019-01-21,16
2019-01-22,22
2019-01-23,19
2019-01-24,14
2019-01-25,19
2019-01-26,18
2019-01-27,16
2019-01-28,21
2019-01-29,22
2019-01-30,20
2019-01-31,17
2019-02-01,15
2019-02-02,18
2019-02-03,15
2019-02-04,23
2019-02-05,21
2019-02-06,19
2019-02-07,20
2019-02-08,19
2019-02-09,17
2019-02-10,23
2019-02-11,21
2019-02-12,20
2019-02-13,20
2019-02-14,14
2019-02-15,15
2019-02-16,13
2019-02-17,16
2019-02-18,20
2019-02-19,21
2019-02-20,34
2019-02-21,21
2019-02-22,18
2019-02-23,17
2019-02-24,20
2019-02-25,100
2019-02-26,55
2019-02-27,37
2019-02-28,22
2019-03-01,26
2019-03-02,20
2019-03-03,17
2019-03-04,27
2019-03-05,28
2019-03-06,29
2019-03-07,21
2019-03-08,18
2019-03-09,17
2019-03-10,19
2019-03-11,20
2019-03-12,19
2019-03-13,23
2019-03-14,18
2019-03-15,16
2019-03-16,15
2019-03-17,18
2019-03-18,18
2019-03-19,15
2019-03-20,22
2019-03-21,25
2019-03-22,17
2019-03-23,20
2019-03-24,18
2019-03-25,19
2019-03-26,15
2019-03-27,17
2019-03-28,19
2019-03-29,15
2019-03-30,10
2019-03-31,18
2019-04-01,19
2019-04-02,21
2019-04-03,21
2019-04-04,18
2019-04-05,20
2019-04-06,17
2019-04-07,20
2019-04-08,24
2019-04-09,19
2019-04-10,22
