Categoría: Escépticos y no creyentes

Día,Geo: Irlanda
2019-12-30,3
2019-12-31,0
2020-01-01,0
2020-01-02,2
2020-01-03,1
2020-01-04,2
2020-01-05,2
2020-01-06,2
2020-01-07,1
2020-01-08,2
2020-01-09,0
2020-01-10,2
2020-01-11,0
2020-01-12,0
2020-01-13,1
2020-01-14,2
2020-01-15,2
2020-01-16,0
2020-01-17,2
2020-01-18,2
2020-01-19,1
2020-01-20,2
2020-01-21,2
2020-01-22,1
2020-01-23,0
2020-01-24,2
2020-01-25,4
2020-01-26,37
2020-01-27,6
2020-01-28,2
2020-01-29,2
2020-01-30,3
2020-01-31,2
2020-02-01,1
2020-02-02,2
2020-02-03,6
2020-02-04,100
2020-02-05,23
2020-02-06,3
2020-02-07,3
2020-02-08,5
2020-02-09,3
2020-02-10,3
2020-02-11,2
2020-02-12,2
2020-02-13,2
2020-02-14,2
2020-02-15,2
2020-02-16,2
2020-02-17,1
2020-02-18,1
2020-02-19,2
2020-02-20,1
2020-02-21,2
2020-02-22,2
2020-02-23,2
2020-02-24,3
2020-02-25,2
2020-02-26,0
2020-02-27,2
2020-02-28,0
2020-02-29,0
2020-03-01,0
2020-03-02,4
2020-03-03,2
2020-03-04,2
2020-03-05,2
2020-03-06,2
2020-03-07,3
2020-03-08,2
2020-03-09,2
2020-03-10,5
2020-03-11,3
2020-03-12,2
2020-03-13,3
2020-03-14,2
2020-03-15,0
2020-03-16,2
2020-03-17,1
2020-03-18,1
2020-03-19,2
2020-03-20,2
2020-03-21,2
2020-03-22,0
2020-03-23,1
2020-03-24,0
2020-03-25,1
2020-03-26,2
2020-03-27,2
2020-03-28,2
2020-03-29,3
2020-03-30,0
2020-03-31,2
2020-04-01,2
2020-04-02,1
2020-04-03,1
2020-04-04,2
2020-04-05,2
2020-04-06,2
2020-04-07,1
