date,/m/03bty4x,isPartial
2019-12-30,78,False
2019-12-31,94,False
2020-01-01,100,False
2020-01-02,73,False
2020-01-03,83,False
2020-01-04,82,False
2020-01-05,92,False
2020-01-06,68,False
2020-01-07,64,False
2020-01-08,68,False
2020-01-09,68,False
2020-01-10,66,False
2020-01-11,78,False
2020-01-12,81,False
2020-01-13,80,False
2020-01-14,75,False
2020-01-15,68,False
2020-01-16,76,False
2020-01-17,58,False
2020-01-18,62,False
2020-01-19,83,False
2020-01-20,68,False
2020-01-21,65,False
2020-01-22,53,False
2020-01-23,61,False
2020-01-24,64,False
2020-01-25,72,False
2020-01-26,71,False
2020-01-27,68,False
2020-01-28,67,False
2020-01-29,69,False
2020-01-30,78,False
2020-01-31,64,False
2020-02-01,75,False
2020-02-02,87,False
2020-02-03,63,False
2020-02-04,63,False
2020-02-05,71,False
2020-02-06,65,False
2020-02-07,71,False
2020-02-08,63,False
2020-02-09,80,False
2020-02-10,59,False
2020-02-11,61,False
2020-02-12,64,False
2020-02-13,64,False
2020-02-14,62,False
2020-02-15,71,False
2020-02-16,78,False
2020-02-17,49,False
2020-02-18,65,False
2020-02-19,73,False
2020-02-20,67,False
2020-02-21,74,False
2020-02-22,80,False
2020-02-23,84,False
2020-02-24,73,False
2020-02-25,69,False
2020-02-26,60,False
2020-02-27,71,False
2020-02-28,54,False
2020-02-29,71,False
2020-03-01,73,False
2020-03-02,63,False
2020-03-03,64,False
2020-03-04,72,False
2020-03-05,61,False
2020-03-06,67,False
2020-03-07,63,False
2020-03-08,82,False
2020-03-09,76,False
2020-03-10,79,False
2020-03-11,74,False
2020-03-12,62,False
2020-03-13,57,False
2020-03-14,76,False
2020-03-15,59,False
2020-03-16,50,False
2020-03-17,56,False
2020-03-18,61,False
2020-03-19,61,False
2020-03-20,62,False
2020-03-21,80,False
2020-03-22,69,False
2020-03-23,65,False
2020-03-24,68,False
2020-03-25,70,False
2020-03-26,66,False
2020-03-27,68,False
2020-03-28,74,False
2020-03-29,89,False
2020-03-30,67,False
2020-03-31,61,False
2020-04-01,67,False
2020-04-02,67,False
2020-04-03,65,False
2020-04-04,78,False
2020-04-05,85,False
2020-04-06,66,False
2020-04-07,81,False
