date,/m/03bty4x,isPartial
2018-12-30,93,False
2018-12-31,71,False
2019-01-01,66,False
2019-01-02,76,False
2019-01-03,73,False
2019-01-04,57,False
2019-01-05,82,False
2019-01-06,100,False
2019-01-07,67,False
2019-01-08,64,False
2019-01-09,61,False
2019-01-10,76,False
2019-01-11,57,False
2019-01-12,65,False
2019-01-13,82,False
2019-01-14,69,False
2019-01-15,79,False
2019-01-16,60,False
2019-01-17,77,False
2019-01-18,69,False
2019-01-19,75,False
2019-01-20,94,False
2019-01-21,87,False
2019-01-22,54,False
2019-01-23,78,False
2019-01-24,64,False
2019-01-25,69,False
2019-01-26,65,False
2019-01-27,69,False
2019-01-28,67,False
2019-01-29,58,False
2019-01-30,62,False
2019-01-31,67,False
2019-02-01,66,False
2019-02-02,75,False
2019-02-03,78,False
2019-02-04,68,False
2019-02-05,66,False
2019-02-06,54,False
2019-02-07,65,False
2019-02-08,66,False
2019-02-09,59,False
2019-02-10,74,False
2019-02-11,81,False
2019-02-12,65,False
2019-02-13,64,False
2019-02-14,58,False
2019-02-15,64,False
2019-02-16,79,False
2019-02-17,99,False
2019-02-18,86,False
2019-02-19,75,False
2019-02-20,64,False
2019-02-21,74,False
2019-02-22,64,False
2019-02-23,53,False
2019-02-24,60,False
2019-02-25,72,False
2019-02-26,60,False
2019-02-27,57,False
2019-02-28,60,False
2019-03-01,52,False
2019-03-02,52,False
2019-03-03,68,False
2019-03-04,71,False
2019-03-05,52,False
2019-03-06,69,False
2019-03-07,62,False
2019-03-08,71,False
2019-03-09,63,False
2019-03-10,79,False
2019-03-11,65,False
2019-03-12,66,False
2019-03-13,72,False
2019-03-14,64,False
2019-03-15,59,False
2019-03-16,63,False
2019-03-17,74,False
2019-03-18,67,False
2019-03-19,55,False
2019-03-20,59,False
2019-03-21,71,False
2019-03-22,73,False
2019-03-23,71,False
2019-03-24,68,False
2019-03-25,63,False
2019-03-26,67,False
2019-03-27,60,False
2019-03-28,59,False
2019-03-29,58,False
2019-03-30,75,False
2019-03-31,79,False
2019-04-01,66,False
2019-04-02,74,False
2019-04-03,61,False
2019-04-04,63,False
2019-04-05,65,False
2019-04-06,66,False
2019-04-07,68,False
2019-04-08,78,False
2019-04-09,70,False
2019-04-10,66,False
