date,/m/03bty4x,isPartial
2018-12-30,47,False
2019-01-06,40,False
2019-01-13,43,False
2019-01-20,43,False
2019-01-27,40,False
2019-02-03,42,False
2019-02-10,37,False
2019-02-17,44,False
2019-02-24,43,False
2019-03-03,43,False
2019-03-10,48,False
2019-03-17,51,False
2019-03-24,53,False
2019-03-31,48,False
2019-04-07,50,False
2019-04-14,48,False
2019-04-21,49,False
2019-04-28,49,False
2019-05-05,53,False
2019-05-12,55,False
2019-05-19,59,False
2019-05-26,54,False
2019-06-02,56,False
2019-06-09,65,False
2019-06-16,71,False
2019-06-23,62,False
2019-06-30,58,False
2019-07-07,62,False
2019-07-14,63,False
2019-07-21,56,False
2019-07-28,60,False
2019-08-04,61,False
2019-08-11,52,False
2019-08-18,62,False
2019-08-25,66,False
2019-09-01,64,False
2019-09-08,57,False
2019-09-15,56,False
2019-09-22,59,False
2019-09-29,61,False
2019-10-06,56,False
2019-10-13,60,False
2019-10-20,55,False
2019-10-27,62,False
2019-11-03,60,False
2019-11-10,54,False
2019-11-17,53,False
2019-11-24,57,False
2019-12-01,55,False
2019-12-08,51,False
2019-12-15,57,False
2019-12-22,65,False
2019-12-29,69,False
2020-01-05,54,False
2020-01-12,57,False
2020-01-19,64,False
2020-01-26,66,False
2020-02-02,70,False
2020-02-09,63,False
2020-02-16,100,False
2020-02-23,69,False
2020-03-01,66,False
2020-03-08,61,False
2020-03-15,59,False
2020-03-22,60,False
2020-03-29,80,False
2020-04-05,71,False
