date,/m/03bty4x,isPartial
2018-12-30,81,False
2018-12-31,78,False
2019-01-01,83,False
2019-01-02,69,False
2019-01-03,65,False
2019-01-04,71,False
2019-01-05,72,False
2019-01-06,48,False
2019-01-07,87,False
2019-01-08,66,False
2019-01-09,74,False
2019-01-10,80,False
2019-01-11,57,False
2019-01-12,72,False
2019-01-13,73,False
2019-01-14,62,False
2019-01-15,69,False
2019-01-16,59,False
2019-01-17,70,False
2019-01-18,66,False
2019-01-19,66,False
2019-01-20,78,False
2019-01-21,90,False
2019-01-22,72,False
2019-01-23,66,False
2019-01-24,62,False
2019-01-25,60,False
2019-01-26,62,False
2019-01-27,62,False
2019-01-28,66,False
2019-01-29,56,False
2019-01-30,55,False
2019-01-31,65,False
2019-02-01,59,False
2019-02-02,61,False
2019-02-03,81,False
2019-02-04,74,False
2019-02-05,71,False
2019-02-06,56,False
2019-02-07,79,False
2019-02-08,72,False
2019-02-09,63,False
2019-02-10,72,False
2019-02-11,63,False
2019-02-12,71,False
2019-02-13,62,False
2019-02-14,50,False
2019-02-15,61,False
2019-02-16,79,False
2019-02-17,82,False
2019-02-18,71,False
2019-02-19,65,False
2019-02-20,65,False
2019-02-21,72,False
2019-02-22,67,False
2019-02-23,66,False
2019-02-24,86,False
2019-02-25,82,False
2019-02-26,65,False
2019-02-27,61,False
2019-02-28,70,False
2019-03-01,80,False
2019-03-02,60,False
2019-03-03,100,False
2019-03-04,66,False
2019-03-05,68,False
2019-03-06,53,False
2019-03-07,79,False
2019-03-08,58,False
2019-03-09,59,False
2019-03-10,66,False
2019-03-11,70,False
2019-03-12,61,False
2019-03-13,58,False
2019-03-14,70,False
2019-03-15,51,False
2019-03-16,70,False
2019-03-17,86,False
2019-03-18,83,False
2019-03-19,68,False
2019-03-20,87,False
2019-03-21,71,False
2019-03-22,74,False
2019-03-23,80,False
2019-03-24,81,False
2019-03-25,63,False
2019-03-26,74,False
2019-03-27,61,False
2019-03-28,80,False
2019-03-29,69,False
2019-03-30,61,False
2019-03-31,74,False
2019-04-01,71,False
2019-04-02,77,False
2019-04-03,57,False
2019-04-04,64,False
2019-04-05,71,False
2019-04-06,75,False
2019-04-07,79,False
2019-04-08,82,False
2019-04-09,74,False
2019-04-10,74,False
