date,/m/03bty4x,isPartial
2018-12-30,100,False
2018-12-31,86,False
2019-01-01,97,False
2019-01-02,65,False
2019-01-03,57,False
2019-01-04,68,False
2019-01-05,80,False
2019-01-06,81,False
2019-01-07,63,False
2019-01-08,72,False
2019-01-09,59,False
2019-01-10,57,False
2019-01-11,67,False
2019-01-12,64,False
2019-01-13,75,False
2019-01-14,65,False
2019-01-15,76,False
2019-01-16,66,False
2019-01-17,73,False
2019-01-18,63,False
2019-01-19,82,False
2019-01-20,94,False
2019-01-21,92,False
2019-01-22,74,False
2019-01-23,71,False
2019-01-24,70,False
2019-01-25,58,False
2019-01-26,60,False
2019-01-27,67,False
2019-01-28,61,False
2019-01-29,65,False
2019-01-30,65,False
2019-01-31,62,False
2019-02-01,55,False
2019-02-02,54,False
2019-02-03,73,False
2019-02-04,60,False
2019-02-05,54,False
2019-02-06,60,False
2019-02-07,58,False
2019-02-08,66,False
2019-02-09,75,False
2019-02-10,81,False
2019-02-11,60,False
2019-02-12,69,False
2019-02-13,67,False
2019-02-14,73,False
2019-02-15,62,False
2019-02-16,67,False
2019-02-17,87,False
2019-02-18,66,False
2019-02-19,64,False
2019-02-20,64,False
2019-02-21,58,False
2019-02-22,62,False
2019-02-23,62,False
2019-02-24,73,False
2019-02-25,61,False
2019-02-26,68,False
2019-02-27,64,False
2019-02-28,64,False
2019-03-01,58,False
2019-03-02,63,False
2019-03-03,83,False
2019-03-04,58,False
2019-03-05,72,False
2019-03-06,61,False
2019-03-07,68,False
2019-03-08,65,False
2019-03-09,62,False
2019-03-10,80,False
2019-03-11,64,False
2019-03-12,66,False
2019-03-13,68,False
2019-03-14,68,False
2019-03-15,65,False
2019-03-16,74,False
2019-03-17,87,False
2019-03-18,78,False
2019-03-19,87,False
2019-03-20,71,False
2019-03-21,58,False
2019-03-22,59,False
2019-03-23,65,False
2019-03-24,75,False
2019-03-25,50,False
2019-03-26,58,False
2019-03-27,70,False
2019-03-28,78,False
2019-03-29,60,False
2019-03-30,56,False
2019-03-31,62,False
2019-04-01,57,False
2019-04-02,60,False
2019-04-03,64,False
2019-04-04,67,False
2019-04-05,66,False
2019-04-06,75,False
2019-04-07,80,False
2019-04-08,67,False
2019-04-09,67,False
2019-04-10,71,False
