date,/m/03bty4x,isPartial
2018-12-30,38,False
2018-12-31,53,False
2019-01-01,65,False
2019-01-02,61,False
2019-01-03,51,False
2019-01-04,41,False
2019-01-05,71,False
2019-01-06,60,False
2019-01-07,39,False
2019-01-08,59,False
2019-01-09,41,False
2019-01-10,42,False
2019-01-11,44,False
2019-01-12,52,False
2019-01-13,0,False
2019-01-14,65,False
2019-01-15,51,False
2019-01-16,83,False
2019-01-17,37,False
2019-01-18,44,False
2019-01-19,47,False
2019-01-20,57,False
2019-01-21,47,False
2019-01-22,40,False
2019-01-23,39,False
2019-01-24,40,False
2019-01-25,50,False
2019-01-26,54,False
2019-01-27,68,False
2019-01-28,51,False
2019-01-29,38,False
2019-01-30,47,False
2019-01-31,54,False
2019-02-01,37,False
2019-02-02,44,False
2019-02-03,53,False
2019-02-04,58,False
2019-02-05,51,False
2019-02-06,39,False
2019-02-07,0,False
2019-02-08,73,False
2019-02-09,69,False
2019-02-10,68,False
2019-02-11,47,False
2019-02-12,0,False
2019-02-13,47,False
2019-02-14,48,False
2019-02-15,58,False
2019-02-16,0,False
2019-02-17,100,False
2019-02-18,40,False
2019-02-19,51,False
2019-02-20,42,False
2019-02-21,44,False
2019-02-22,41,False
2019-02-23,67,False
2019-02-24,65,False
2019-02-25,46,False
2019-02-26,72,False
2019-02-27,42,False
2019-02-28,43,False
2019-03-01,40,False
2019-03-02,49,False
2019-03-03,0,False
2019-03-04,61,False
2019-03-05,73,False
2019-03-06,47,False
2019-03-07,55,False
2019-03-08,38,False
2019-03-09,59,False
2019-03-10,45,False
2019-03-11,84,False
2019-03-12,62,False
2019-03-13,61,False
2019-03-14,47,False
2019-03-15,48,False
2019-03-16,65,False
2019-03-17,54,False
2019-03-18,53,False
2019-03-19,74,False
2019-03-20,56,False
2019-03-21,53,False
2019-03-22,0,False
2019-03-23,69,False
2019-03-24,63,False
2019-03-25,73,False
2019-03-26,50,False
2019-03-27,41,False
2019-03-28,75,False
2019-03-29,65,False
2019-03-30,66,False
2019-03-31,52,False
2019-04-01,66,False
2019-04-02,60,False
2019-04-03,68,False
2019-04-04,46,False
2019-04-05,64,False
2019-04-06,39,False
2019-04-07,79,False
2019-04-08,32,False
2019-04-09,56,False
2019-04-10,40,False
