date,/m/03bty4x,isPartial
2019-12-30,67,False
2019-12-31,71,False
2020-01-01,98,False
2020-01-02,74,False
2020-01-03,76,False
2020-01-04,70,False
2020-01-05,69,False
2020-01-06,64,False
2020-01-07,57,False
2020-01-08,52,False
2020-01-09,66,False
2020-01-10,68,False
2020-01-11,63,False
2020-01-12,73,False
2020-01-13,61,False
2020-01-14,66,False
2020-01-15,65,False
2020-01-16,63,False
2020-01-17,63,False
2020-01-18,61,False
2020-01-19,67,False
2020-01-20,80,False
2020-01-21,59,False
2020-01-22,68,False
2020-01-23,63,False
2020-01-24,63,False
2020-01-25,65,False
2020-01-26,73,False
2020-01-27,64,False
2020-01-28,53,False
2020-01-29,65,False
2020-01-30,54,False
2020-01-31,56,False
2020-02-01,58,False
2020-02-02,67,False
2020-02-03,60,False
2020-02-04,65,False
2020-02-05,60,False
2020-02-06,63,False
2020-02-07,65,False
2020-02-08,70,False
2020-02-09,63,False
2020-02-10,63,False
2020-02-11,60,False
2020-02-12,50,False
2020-02-13,58,False
2020-02-14,60,False
2020-02-15,65,False
2020-02-16,73,False
2020-02-17,64,False
2020-02-18,64,False
2020-02-19,69,False
2020-02-20,55,False
2020-02-21,68,False
2020-02-22,69,False
2020-02-23,76,False
2020-02-24,63,False
2020-02-25,57,False
2020-02-26,56,False
2020-02-27,62,False
2020-02-28,53,False
2020-02-29,60,False
2020-03-01,76,False
2020-03-02,57,False
2020-03-03,62,False
2020-03-04,59,False
2020-03-05,57,False
2020-03-06,62,False
2020-03-07,61,False
2020-03-08,65,False
2020-03-09,72,False
2020-03-10,71,False
2020-03-11,55,False
2020-03-12,54,False
2020-03-13,59,False
2020-03-14,63,False
2020-03-15,67,False
2020-03-16,44,False
2020-03-17,55,False
2020-03-18,63,False
2020-03-19,66,False
2020-03-20,60,False
2020-03-21,80,False
2020-03-22,94,False
2020-03-23,66,False
2020-03-24,69,False
2020-03-25,58,False
2020-03-26,76,False
2020-03-27,67,False
2020-03-28,77,False
2020-03-29,100,False
2020-03-30,68,False
2020-03-31,76,False
2020-04-01,77,False
2020-04-02,77,False
2020-04-03,68,False
2020-04-04,81,False
2020-04-05,93,False
2020-04-06,66,False
2020-04-07,84,False
