date,/m/03bty4x,isPartial
2018-12-30,87,False
2018-12-31,54,False
2019-01-01,100,False
2019-01-02,67,False
2019-01-03,69,False
2019-01-04,58,False
2019-01-05,72,False
2019-01-06,67,False
2019-01-07,33,False
2019-01-08,55,False
2019-01-09,41,False
2019-01-10,38,False
2019-01-11,0,False
2019-01-12,59,False
2019-01-13,75,False
2019-01-14,52,False
2019-01-15,60,False
2019-01-16,48,False
2019-01-17,49,False
2019-01-18,62,False
2019-01-19,67,False
2019-01-20,68,False
2019-01-21,61,False
2019-01-22,52,False
2019-01-23,48,False
2019-01-24,44,False
2019-01-25,0,False
2019-01-26,35,False
2019-01-27,39,False
2019-01-28,43,False
2019-01-29,45,False
2019-01-30,41,False
2019-01-31,48,False
2019-02-01,41,False
2019-02-02,56,False
2019-02-03,69,False
2019-02-04,30,False
2019-02-05,56,False
2019-02-06,42,False
2019-02-07,64,False
2019-02-08,56,False
2019-02-09,67,False
2019-02-10,71,False
2019-02-11,57,False
2019-02-12,71,False
2019-02-13,45,False
2019-02-14,33,False
2019-02-15,47,False
2019-02-16,53,False
2019-02-17,72,False
2019-02-18,42,False
2019-02-19,50,False
2019-02-20,0,False
2019-02-21,43,False
2019-02-22,57,False
2019-02-23,65,False
2019-02-24,71,False
2019-02-25,65,False
2019-02-26,47,False
2019-02-27,42,False
2019-02-28,59,False
2019-03-01,55,False
2019-03-02,0,False
2019-03-03,89,False
2019-03-04,53,False
2019-03-05,46,False
2019-03-06,57,False
2019-03-07,67,False
2019-03-08,0,False
2019-03-09,45,False
2019-03-10,55,False
2019-03-11,50,False
2019-03-12,87,False
2019-03-13,70,False
2019-03-14,57,False
2019-03-15,57,False
2019-03-16,81,False
2019-03-17,92,False
2019-03-18,33,False
2019-03-19,48,False
2019-03-20,50,False
2019-03-21,78,False
2019-03-22,75,False
2019-03-23,62,False
2019-03-24,0,False
2019-03-25,51,False
2019-03-26,45,False
2019-03-27,78,False
2019-03-28,65,False
2019-03-29,55,False
2019-03-30,64,False
2019-03-31,68,False
2019-04-01,35,False
2019-04-02,61,False
2019-04-03,57,False
2019-04-04,65,False
2019-04-05,50,False
2019-04-06,82,False
2019-04-07,65,False
2019-04-08,46,False
2019-04-09,60,False
2019-04-10,66,False
