date,/m/03bty4x,isPartial
2019-12-30,33,False
2019-12-31,43,False
2020-01-01,44,False
2020-01-02,24,False
2020-01-03,38,False
2020-01-04,27,False
2020-01-05,32,False
2020-01-06,28,False
2020-01-07,0,False
2020-01-08,23,False
2020-01-09,31,False
2020-01-10,31,False
2020-01-11,30,False
2020-01-12,31,False
2020-01-13,33,False
2020-01-14,34,False
2020-01-15,24,False
2020-01-16,27,False
2020-01-17,19,False
2020-01-18,26,False
2020-01-19,26,False
2020-01-20,30,False
2020-01-21,28,False
2020-01-22,31,False
2020-01-23,32,False
2020-01-24,20,False
2020-01-25,35,False
2020-01-26,30,False
2020-01-27,29,False
2020-01-28,37,False
2020-01-29,29,False
2020-01-30,46,False
2020-01-31,27,False
2020-02-01,28,False
2020-02-02,36,False
2020-02-03,24,False
2020-02-04,29,False
2020-02-05,36,False
2020-02-06,35,False
2020-02-07,38,False
2020-02-08,36,False
2020-02-09,29,False
2020-02-10,28,False
2020-02-11,32,False
2020-02-12,30,False
2020-02-13,31,False
2020-02-14,34,False
2020-02-15,34,False
2020-02-16,38,False
2020-02-17,100,False
2020-02-18,51,False
2020-02-19,35,False
2020-02-20,32,False
2020-02-21,36,False
2020-02-22,47,False
2020-02-23,37,False
2020-02-24,36,False
2020-02-25,34,False
2020-02-26,39,False
2020-02-27,28,False
2020-02-28,42,False
2020-02-29,35,False
2020-03-01,37,False
2020-03-02,40,False
2020-03-03,33,False
2020-03-04,36,False
2020-03-05,29,False
2020-03-06,30,False
2020-03-07,29,False
2020-03-08,41,False
2020-03-09,26,False
2020-03-10,32,False
2020-03-11,31,False
2020-03-12,25,False
2020-03-13,31,False
2020-03-14,36,False
2020-03-15,40,False
2020-03-16,29,False
2020-03-17,27,False
2020-03-18,25,False
2020-03-19,22,False
2020-03-20,32,False
2020-03-21,36,False
2020-03-22,44,False
2020-03-23,32,False
2020-03-24,26,False
2020-03-25,32,False
2020-03-26,29,False
2020-03-27,25,False
2020-03-28,33,False
2020-03-29,47,False
2020-03-30,42,False
2020-03-31,50,False
2020-04-01,33,False
2020-04-02,38,False
2020-04-03,31,False
2020-04-04,37,False
2020-04-05,40,False
2020-04-06,32,False
2020-04-07,37,False
