date,/m/03bty4x,isPartial
2018-12-30,74,False
2019-01-06,74,False
2019-01-13,77,False
2019-01-20,77,False
2019-01-27,67,False
2019-02-03,71,False
2019-02-10,76,False
2019-02-17,80,False
2019-02-24,72,False
2019-03-03,81,False
2019-03-10,77,False
2019-03-17,84,False
2019-03-24,77,False
2019-03-31,76,False
2019-04-07,80,False
2019-04-14,80,False
2019-04-21,74,False
2019-04-28,76,False
2019-05-05,80,False
2019-05-12,81,False
2019-05-19,79,False
2019-05-26,78,False
2019-06-02,81,False
2019-06-09,90,False
2019-06-16,90,False
2019-06-23,85,False
2019-06-30,87,False
2019-07-07,85,False
2019-07-14,87,False
2019-07-21,84,False
2019-07-28,88,False
2019-08-04,86,False
2019-08-11,84,False
2019-08-18,87,False
2019-08-25,85,False
2019-09-01,86,False
2019-09-08,91,False
2019-09-15,87,False
2019-09-22,87,False
2019-09-29,84,False
2019-10-06,83,False
2019-10-13,83,False
2019-10-20,82,False
2019-10-27,83,False
2019-11-03,88,False
2019-11-10,82,False
2019-11-17,88,False
2019-11-24,79,False
2019-12-01,77,False
2019-12-08,79,False
2019-12-15,77,False
2019-12-22,81,False
2019-12-29,95,False
2020-01-05,89,False
2020-01-12,85,False
2020-01-19,85,False
2020-01-26,88,False
2020-02-02,86,False
2020-02-09,88,False
2020-02-16,90,False
2020-02-23,93,False
2020-03-01,88,False
2020-03-08,78,False
2020-03-15,72,False
2020-03-22,74,False
2020-03-29,84,False
2020-04-05,100,False
