date,/m/03bty4x,isPartial
2019-12-30,64,False
2019-12-31,61,False
2020-01-01,100,False
2020-01-02,72,False
2020-01-03,72,False
2020-01-04,55,False
2020-01-05,75,False
2020-01-06,43,False
2020-01-07,75,False
2020-01-08,66,False
2020-01-09,81,False
2020-01-10,71,False
2020-01-11,47,False
2020-01-12,86,False
2020-01-13,79,False
2020-01-14,53,False
2020-01-15,58,False
2020-01-16,64,False
2020-01-17,70,False
2020-01-18,88,False
2020-01-19,97,False
2020-01-20,53,False
2020-01-21,78,False
2020-01-22,87,False
2020-01-23,74,False
2020-01-24,60,False
2020-01-25,72,False
2020-01-26,100,False
2020-01-27,67,False
2020-01-28,68,False
2020-01-29,75,False
2020-01-30,49,False
2020-01-31,89,False
2020-02-01,96,False
2020-02-02,71,False
2020-02-03,69,False
2020-02-04,74,False
2020-02-05,73,False
2020-02-06,59,False
2020-02-07,56,False
2020-02-08,63,False
2020-02-09,91,False
2020-02-10,50,False
2020-02-11,59,False
2020-02-12,38,False
2020-02-13,57,False
2020-02-14,65,False
2020-02-15,66,False
2020-02-16,67,False
2020-02-17,50,False
2020-02-18,63,False
2020-02-19,72,False
2020-02-20,39,False
2020-02-21,38,False
2020-02-22,70,False
2020-02-23,86,False
2020-02-24,58,False
2020-02-25,62,False
2020-02-26,82,False
2020-02-27,68,False
2020-02-28,64,False
2020-02-29,60,False
2020-03-01,64,False
2020-03-02,70,False
2020-03-03,55,False
2020-03-04,62,False
2020-03-05,69,False
2020-03-06,57,False
2020-03-07,76,False
2020-03-08,79,False
2020-03-09,54,False
2020-03-10,58,False
2020-03-11,62,False
2020-03-12,70,False
2020-03-13,62,False
2020-03-14,54,False
2020-03-15,69,False
2020-03-16,41,False
2020-03-17,38,False
2020-03-18,56,False
2020-03-19,62,False
2020-03-20,49,False
2020-03-21,72,False
2020-03-22,71,False
2020-03-23,67,False
2020-03-24,69,False
2020-03-25,45,False
2020-03-26,80,False
2020-03-27,59,False
2020-03-28,77,False
2020-03-29,72,False
2020-03-30,61,False
2020-03-31,43,False
2020-04-01,67,False
2020-04-02,71,False
2020-04-03,79,False
2020-04-04,73,False
2020-04-05,75,False
2020-04-06,52,False
2020-04-07,64,False
