date,/m/03bty4x,isPartial
2018-12-30,83,False
2019-01-06,80,False
2019-01-13,73,False
2019-01-20,82,False
2019-01-27,58,False
2019-02-03,75,False
2019-02-10,58,False
2019-02-17,69,False
2019-02-24,72,False
2019-03-03,73,False
2019-03-10,83,False
2019-03-17,69,False
2019-03-24,82,False
2019-03-31,73,False
2019-04-07,72,False
2019-04-14,67,False
2019-04-21,63,False
2019-04-28,86,False
2019-05-05,65,False
2019-05-12,81,False
2019-05-19,67,False
2019-05-26,83,False
2019-06-02,82,False
2019-06-09,88,False
2019-06-16,74,False
2019-06-23,77,False
2019-06-30,88,False
2019-07-07,71,False
2019-07-14,82,False
2019-07-21,83,False
2019-07-28,80,False
2019-08-04,65,False
2019-08-11,79,False
2019-08-18,76,False
2019-08-25,74,False
2019-09-01,70,False
2019-09-08,82,False
2019-09-15,74,False
2019-09-22,73,False
2019-09-29,71,False
2019-10-06,84,False
2019-10-13,88,False
2019-10-20,78,False
2019-10-27,91,False
2019-11-03,85,False
2019-11-10,95,False
2019-11-17,72,False
2019-11-24,78,False
2019-12-01,78,False
2019-12-08,83,False
2019-12-15,75,False
2019-12-22,65,False
2019-12-29,88,False
2020-01-05,98,False
2020-01-12,81,False
2020-01-19,83,False
2020-01-26,84,False
2020-02-02,86,False
2020-02-09,78,False
2020-02-16,90,False
2020-02-23,81,False
2020-03-01,73,False
2020-03-08,66,False
2020-03-15,74,False
2020-03-22,77,False
2020-03-29,100,False
2020-04-05,98,False
