date,/m/03bty4x,isPartial
2019-12-30,79,False
2019-12-31,98,False
2020-01-01,81,False
2020-01-02,74,False
2020-01-03,78,False
2020-01-04,82,False
2020-01-05,80,False
2020-01-06,71,False
2020-01-07,76,False
2020-01-08,70,False
2020-01-09,79,False
2020-01-10,84,False
2020-01-11,79,False
2020-01-12,79,False
2020-01-13,72,False
2020-01-14,74,False
2020-01-15,78,False
2020-01-16,70,False
2020-01-17,67,False
2020-01-18,68,False
2020-01-19,76,False
2020-01-20,70,False
2020-01-21,71,False
2020-01-22,77,False
2020-01-23,72,False
2020-01-24,72,False
2020-01-25,66,False
2020-01-26,83,False
2020-01-27,75,False
2020-01-28,69,False
2020-01-29,78,False
2020-01-30,70,False
2020-01-31,69,False
2020-02-01,76,False
2020-02-02,92,False
2020-02-03,66,False
2020-02-04,72,False
2020-02-05,65,False
2020-02-06,77,False
2020-02-07,70,False
2020-02-08,72,False
2020-02-09,80,False
2020-02-10,76,False
2020-02-11,79,False
2020-02-12,77,False
2020-02-13,75,False
2020-02-14,65,False
2020-02-15,64,False
2020-02-16,76,False
2020-02-17,72,False
2020-02-18,81,False
2020-02-19,80,False
2020-02-20,87,False
2020-02-21,77,False
2020-02-22,70,False
2020-02-23,88,False
2020-02-24,79,False
2020-02-25,100,False
2020-02-26,77,False
2020-02-27,71,False
2020-02-28,62,False
2020-02-29,75,False
2020-03-01,86,False
2020-03-02,76,False
2020-03-03,82,False
2020-03-04,72,False
2020-03-05,66,False
2020-03-06,68,False
2020-03-07,71,False
2020-03-08,71,False
2020-03-09,69,False
2020-03-10,73,False
2020-03-11,66,False
2020-03-12,59,False
2020-03-13,66,False
2020-03-14,68,False
2020-03-15,78,False
2020-03-16,60,False
2020-03-17,63,False
2020-03-18,56,False
2020-03-19,55,False
2020-03-20,61,False
2020-03-21,58,False
2020-03-22,66,False
2020-03-23,53,False
2020-03-24,61,False
2020-03-25,53,False
2020-03-26,63,False
2020-03-27,70,False
2020-03-28,72,False
2020-03-29,80,False
2020-03-30,72,False
2020-03-31,79,False
2020-04-01,66,False
2020-04-02,68,False
2020-04-03,64,False
2020-04-04,81,False
2020-04-05,76,False
2020-04-06,72,False
2020-04-07,88,False
