date,/m/03bty4x,isPartial
2018-12-30,83,False
2019-01-06,74,False
2019-01-13,65,False
2019-01-20,74,False
2019-01-27,77,False
2019-02-03,70,False
2019-02-10,70,False
2019-02-17,92,False
2019-02-24,79,False
2019-03-03,55,False
2019-03-10,77,False
2019-03-17,72,False
2019-03-24,77,False
2019-03-31,65,False
2019-04-07,80,False
2019-04-14,93,False
2019-04-21,86,False
2019-04-28,74,False
2019-05-05,73,False
2019-05-12,72,False
2019-05-19,67,False
2019-05-26,72,False
2019-06-02,57,False
2019-06-09,68,False
2019-06-16,83,False
2019-06-23,80,False
2019-06-30,70,False
2019-07-07,86,False
2019-07-14,64,False
2019-07-21,78,False
2019-07-28,73,False
2019-08-04,80,False
2019-08-11,84,False
2019-08-18,87,False
2019-08-25,91,False
2019-09-01,77,False
2019-09-08,85,False
2019-09-15,81,False
2019-09-22,82,False
2019-09-29,86,False
2019-10-06,93,False
2019-10-13,89,False
2019-10-20,94,False
2019-10-27,82,False
2019-11-03,83,False
2019-11-10,90,False
2019-11-17,73,False
2019-11-24,91,False
2019-12-01,79,False
2019-12-08,77,False
2019-12-15,80,False
2019-12-22,100,False
2019-12-29,97,False
2020-01-05,86,False
2020-01-12,86,False
2020-01-19,86,False
2020-01-26,83,False
2020-02-02,71,False
2020-02-09,77,False
2020-02-16,87,False
2020-02-23,68,False
2020-03-01,81,False
2020-03-08,73,False
2020-03-15,82,False
2020-03-22,82,False
2020-03-29,81,False
2020-04-05,82,False
