date,/m/03bty4x,isPartial
2018-12-30,88,False
2019-01-06,56,False
2019-01-13,79,False
2019-01-20,67,False
2019-01-27,62,False
2019-02-03,69,False
2019-02-10,65,False
2019-02-17,64,False
2019-02-24,66,False
2019-03-03,70,False
2019-03-10,72,False
2019-03-17,81,False
2019-03-24,68,False
2019-03-31,70,False
2019-04-07,77,False
2019-04-14,84,False
2019-04-21,75,False
2019-04-28,82,False
2019-05-05,72,False
2019-05-12,69,False
2019-05-19,70,False
2019-05-26,66,False
2019-06-02,73,False
2019-06-09,69,False
2019-06-16,73,False
2019-06-23,77,False
2019-06-30,69,False
2019-07-07,75,False
2019-07-14,80,False
2019-07-21,77,False
2019-07-28,76,False
2019-08-04,82,False
2019-08-11,86,False
2019-08-18,75,False
2019-08-25,72,False
2019-09-01,80,False
2019-09-08,76,False
2019-09-15,67,False
2019-09-22,82,False
2019-09-29,96,False
2019-10-06,82,False
2019-10-13,97,False
2019-10-20,80,False
2019-10-27,85,False
2019-11-03,75,False
2019-11-10,91,False
2019-11-17,78,False
2019-11-24,83,False
2019-12-01,83,False
2019-12-08,76,False
2019-12-15,82,False
2019-12-22,94,False
2019-12-29,100,False
2020-01-05,97,False
2020-01-12,78,False
2020-01-19,84,False
2020-01-26,77,False
2020-02-02,82,False
2020-02-09,80,False
2020-02-16,80,False
2020-02-23,79,False
2020-03-01,74,False
2020-03-08,72,False
2020-03-15,76,False
2020-03-22,88,False
2020-03-29,95,False
2020-04-05,92,False
