date,/m/03bty4x,isPartial
2018-12-30,64,False
2018-12-31,55,False
2019-01-01,62,False
2019-01-02,42,False
2019-01-03,44,False
2019-01-04,49,False
2019-01-05,0,False
2019-01-06,77,False
2019-01-07,43,False
2019-01-08,71,False
2019-01-09,41,False
2019-01-10,65,False
2019-01-11,87,False
2019-01-12,52,False
2019-01-13,52,False
2019-01-14,36,False
2019-01-15,53,False
2019-01-16,55,False
2019-01-17,36,False
2019-01-18,48,False
2019-01-19,54,False
2019-01-20,100,False
2019-01-21,36,False
2019-01-22,71,False
2019-01-23,69,False
2019-01-24,37,False
2019-01-25,44,False
2019-01-26,0,False
2019-01-27,85,False
2019-01-28,32,False
2019-01-29,67,False
2019-01-30,47,False
2019-01-31,57,False
2019-02-01,43,False
2019-02-02,80,False
2019-02-03,63,False
2019-02-04,40,False
2019-02-05,0,False
2019-02-06,28,False
2019-02-07,52,False
2019-02-08,41,False
2019-02-09,59,False
2019-02-10,72,False
2019-02-11,31,False
2019-02-12,31,False
2019-02-13,41,False
2019-02-14,35,False
2019-02-15,37,False
2019-02-16,41,False
2019-02-17,75,False
2019-02-18,30,False
2019-02-19,46,False
2019-02-20,42,False
2019-02-21,27,False
2019-02-22,43,False
2019-02-23,47,False
2019-02-24,71,False
2019-02-25,48,False
2019-02-26,46,False
2019-02-27,43,False
2019-02-28,62,False
2019-03-01,44,False
2019-03-02,70,False
2019-03-03,84,False
2019-03-04,49,False
2019-03-05,68,False
2019-03-06,71,False
2019-03-07,44,False
2019-03-08,56,False
2019-03-09,51,False
2019-03-10,60,False
2019-03-11,58,False
2019-03-12,62,False
2019-03-13,59,False
2019-03-14,62,False
2019-03-15,39,False
2019-03-16,58,False
2019-03-17,38,False
2019-03-18,77,False
2019-03-19,68,False
2019-03-20,47,False
2019-03-21,53,False
2019-03-22,50,False
2019-03-23,55,False
2019-03-24,72,False
2019-03-25,30,False
2019-03-26,53,False
2019-03-27,63,False
2019-03-28,36,False
2019-03-29,54,False
2019-03-30,46,False
2019-03-31,56,False
2019-04-01,53,False
2019-04-02,56,False
2019-04-03,47,False
2019-04-04,44,False
2019-04-05,70,False
2019-04-06,0,False
2019-04-07,44,False
2019-04-08,36,False
2019-04-09,56,False
2019-04-10,68,False
