date,Church,isPartial
2019-12-30,43,False
2019-12-31,45,False
2020-01-01,39,False
2020-01-02,38,False
2020-01-03,38,False
2020-01-04,46,False
2020-01-05,63,False
2020-01-06,46,False
2020-01-07,42,False
2020-01-08,41,False
2020-01-09,39,False
2020-01-10,40,False
2020-01-11,49,False
2020-01-12,57,False
2020-01-13,47,False
2020-01-14,41,False
2020-01-15,43,False
2020-01-16,41,False
2020-01-17,41,False
2020-01-18,45,False
2020-01-19,52,False
2020-01-20,45,False
2020-01-21,41,False
2020-01-22,39,False
2020-01-23,42,False
2020-01-24,46,False
2020-01-25,48,False
2020-01-26,51,False
2020-01-27,42,False
2020-01-28,42,False
2020-01-29,40,False
2020-01-30,42,False
2020-01-31,37,False
2020-02-01,55,False
2020-02-02,56,False
2020-02-03,45,False
2020-02-04,42,False
2020-02-05,43,False
2020-02-06,42,False
2020-02-07,42,False
2020-02-08,56,False
2020-02-09,52,False
2020-02-10,40,False
2020-02-11,41,False
2020-02-12,43,False
2020-02-13,39,False
2020-02-14,39,False
2020-02-15,58,False
2020-02-16,47,False
2020-02-17,39,False
2020-02-18,38,False
2020-02-19,39,False
2020-02-20,38,False
2020-02-21,44,False
2020-02-22,46,False
2020-02-23,52,False
2020-02-24,45,False
2020-02-25,47,False
2020-02-26,54,False
2020-02-27,40,False
2020-02-28,41,False
2020-02-29,42,False
2020-03-01,50,False
2020-03-02,41,False
2020-03-03,43,False
2020-03-04,41,False
2020-03-05,40,False
2020-03-06,38,False
2020-03-07,43,False
2020-03-08,53,False
2020-03-09,37,False
2020-03-10,38,False
2020-03-11,35,False
2020-03-12,37,False
2020-03-13,30,False
2020-03-14,53,False
2020-03-15,59,False
2020-03-16,46,False
2020-03-17,75,False
2020-03-18,55,False
2020-03-19,50,False
2020-03-20,50,False
2020-03-21,59,False
2020-03-22,100,False
2020-03-23,36,False
2020-03-24,34,False
2020-03-25,33,False
2020-03-26,33,False
2020-03-27,32,False
2020-03-28,42,False
2020-03-29,89,False
2020-03-30,35,False
2020-03-31,35,False
2020-04-01,34,False
2020-04-02,33,False
2020-04-03,35,False
2020-04-04,39,False
2020-04-05,90,False
2020-04-06,33,False
2020-04-07,33,False
