date,Kirche,isPartial
2018-12-30,77,False
2018-12-31,75,False
2019-01-01,87,False
2019-01-02,56,False
2019-01-03,58,False
2019-01-04,65,False
2019-01-05,73,False
2019-01-06,100,False
2019-01-07,58,False
2019-01-08,66,False
2019-01-09,61,False
2019-01-10,61,False
2019-01-11,53,False
2019-01-12,69,False
2019-01-13,65,False
2019-01-14,55,False
2019-01-15,56,False
2019-01-16,56,False
2019-01-17,54,False
2019-01-18,63,False
2019-01-19,85,False
2019-01-20,78,False
2019-01-21,65,False
2019-01-22,57,False
2019-01-23,52,False
2019-01-24,64,False
2019-01-25,69,False
2019-01-26,67,False
2019-01-27,77,False
2019-01-28,45,False
2019-01-29,53,False
2019-01-30,57,False
2019-01-31,58,False
2019-02-01,55,False
2019-02-02,67,False
2019-02-03,71,False
2019-02-04,53,False
2019-02-05,64,False
2019-02-06,51,False
2019-02-07,56,False
2019-02-08,59,False
2019-02-09,66,False
2019-02-10,71,False
2019-02-11,51,False
2019-02-12,52,False
2019-02-13,47,False
2019-02-14,55,False
2019-02-15,57,False
2019-02-16,70,False
2019-02-17,72,False
2019-02-18,55,False
2019-02-19,53,False
2019-02-20,58,False
2019-02-21,65,False
2019-02-22,65,False
2019-02-23,61,False
2019-02-24,78,False
2019-02-25,57,False
2019-02-26,57,False
2019-02-27,60,False
2019-02-28,52,False
2019-03-01,54,False
2019-03-02,63,False
2019-03-03,70,False
2019-03-04,50,False
2019-03-05,63,False
2019-03-06,76,False
2019-03-07,52,False
2019-03-08,62,False
2019-03-09,64,False
2019-03-10,87,False
2019-03-11,55,False
2019-03-12,58,False
2019-03-13,65,False
2019-03-14,63,False
2019-03-15,61,False
2019-03-16,78,False
2019-03-17,84,False
2019-03-18,60,False
2019-03-19,62,False
2019-03-20,65,False
2019-03-21,55,False
2019-03-22,52,False
2019-03-23,72,False
2019-03-24,77,False
2019-03-25,59,False
2019-03-26,56,False
2019-03-27,72,False
2019-03-28,54,False
2019-03-29,60,False
2019-03-30,71,False
2019-03-31,79,False
2019-04-01,61,False
2019-04-02,65,False
2019-04-03,58,False
2019-04-04,53,False
2019-04-05,58,False
2019-04-06,84,False
2019-04-07,79,False
2019-04-08,60,False
2019-04-09,60,False
2019-04-10,70,False
