Categoría: Autoayuda y motivación

Día,Geo: Reino Unido
2019-12-30,73
2019-12-31,77
2020-01-01,95
2020-01-02,90
2020-01-03,91
2020-01-04,86
2020-01-05,93
2020-01-06,97
2020-01-07,100
2020-01-08,90
2020-01-09,100
2020-01-10,87
2020-01-11,74
2020-01-12,88
2020-01-13,95
2020-01-14,92
2020-01-15,92
2020-01-16,96
2020-01-17,86
2020-01-18,78
2020-01-19,85
2020-01-20,98
2020-01-21,98
2020-01-22,91
2020-01-23,96
2020-01-24,82
2020-01-25,77
2020-01-26,95
2020-01-27,83
2020-01-28,97
2020-01-29,86
2020-01-30,89
2020-01-31,79
2020-02-01,74
2020-02-02,87
2020-02-03,87
2020-02-04,88
2020-02-05,90
2020-02-06,92
2020-02-07,83
2020-02-08,75
2020-02-09,81
2020-02-10,99
2020-02-11,96
2020-02-12,93
2020-02-13,91
2020-02-14,84
2020-02-15,82
2020-02-16,89
2020-02-17,86
2020-02-18,85
2020-02-19,87
2020-02-20,88
2020-02-21,81
2020-02-22,81
2020-02-23,83
2020-02-24,92
2020-02-25,88
2020-02-26,89
2020-02-27,85
2020-02-28,82
2020-02-29,69
2020-03-01,84
2020-03-02,87
2020-03-03,85
2020-03-04,84
2020-03-05,87
2020-03-06,85
2020-03-07,71
2020-03-08,84
2020-03-09,85
2020-03-10,82
2020-03-11,80
2020-03-12,69
2020-03-13,63
2020-03-14,68
2020-03-15,88
2020-03-16,75
2020-03-17,75
2020-03-18,80
2020-03-19,86
2020-03-20,82
2020-03-21,84
2020-03-22,76
2020-03-23,83
2020-03-24,86
2020-03-25,95
2020-03-26,91
2020-03-27,88
2020-03-28,75
2020-03-29,87
2020-03-30,84
2020-03-31,89
2020-04-01,88
2020-04-02,98
2020-04-03,90
2020-04-04,81
2020-04-05,75
2020-04-06,86
2020-04-07,85
